index,reviewerName,product,reviewText,overall,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound
383,"Phillip W. Wilson ""Phillip Wilson""",PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",1.0,2012-12-17,721,1,1,2,0,0.5,0.0945312057342307
384,Phil Espejo,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-11-04,34,0,0,0,0,0.0,0.0
385,Merissa,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-04-16,601,0,0,0,0,0.0,0.0
386,...,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2014-12-06,2,0,0,0,0,0.0,0.0
387,"Hakudoushinumber9 ""Hakudoushi numbernine""",Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2014-03-06,277,0,0,0,0,0.0,0.0
388,"marcelmib ""musician extraordinaire""",PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-03-15,268,0,0,0,0,0.0,0.0
389,T-Dub,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-06-04,187,0,0,0,0,0.0,0.0
390,"J. Watts ""JLW""",Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",3.0,2013-08-12,483,0,0,0,0,0.0,0.0
391,Eugene Tourangeau,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2014-04-22,230,0,0,0,0,0.0,0.0
392,wes,Braintree,"It works well for multiple payment options, but the interface could be smoother.",1.0,2013-12-06,367,0,0,0,0,0.0,0.0
393,David Crumpton,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-06-24,532,0,0,0,0,0.0,0.0
394,"westurner ""wMaurice""",PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-05-22,565,0,0,0,0,0.0,0.0
395,Frank Mellott,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-03-30,618,0,0,0,0,0.0,0.0
396,DLN,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2014-02-07,304,0,0,0,0,0.0,0.0
397,"Jsteed ""Jsteed59""",Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-03-25,258,0,0,0,0,0.0,0.0
398,bbilt,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2014-04-06,246,0,0,0,0,0.0,0.0
399,onedog,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-05-07,215,0,0,0,0,0.0,0.0
400,"Chingas Lee ""Audio's Amigo""",Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-04-04,248,0,0,0,0,0.0,0.0
401,akisadr,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-07-10,516,0,0,0,0,0.0,0.0
402,esdsix,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2014-01-24,318,0,0,0,0,0.0,0.0
403,Bo Bland,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-06-24,532,0,0,0,0,0.0,0.0
404,Matt,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-02-01,310,0,0,0,0,0.0,0.0
405,ramsco,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-06-20,536,0,0,0,0,0.0,0.0
406,Craig,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2012-04-12,970,0,0,0,0,0.0,0.0
407,kenny,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-12-03,370,0,0,0,0,0.0,0.0
408,H. Yang,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2013-03-28,620,0,0,0,0,0.0,0.0
409,Happy Camper,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-10-24,410,0,0,0,0,0.0,0.0
410,David,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-05-06,216,0,0,0,0,0.0,0.0
411,Misty Matheny,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-03-18,630,0,0,0,0,0.0,0.0
412,Richard W.,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-03-14,269,0,0,0,0,0.0,0.0
413,Bozvotros,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",3.0,2012-12-17,721,0,0,0,0,0.0,0.0
414,Debbie,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",4.0,2012-12-14,724,0,0,0,0,0.0,0.0
415,"Amazon Customer ""mgypsy62""",Xoom,"Xoom is fast for transfers, but the fees are a little higher than I expected.",5.0,2013-02-11,665,0,0,0,0,0.0,0.0
416,Michael Peterson,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2012-11-20,748,0,0,0,0,0.0,0.0
417,R. Dean,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",4.0,2013-10-05,429,0,0,0,0,0.0,0.0
418,"Carlos E. Portillo ""dreamer79""",PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",4.0,2014-12-06,2,0,0,0,0,0.0,0.0
419,Craig Dorsey,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-06-20,536,0,0,0,0,0.0,0.0
420,MoonDogg,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-02-06,670,0,0,0,0,0.0,0.0
421,R. Campbell,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-12-30,343,0,0,0,0,0.0,0.0
422,gllags,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-01-01,341,0,0,0,0,0.0,0.0
423,LeDerrius,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",4.0,2013-12-31,342,0,0,0,0,0.0,0.0
424,"Josh ""Josh""",Xoom,"The service is good, but sometimes the app crashes during transactions.",3.0,2013-09-09,455,0,0,0,0,0.0,0.0
425,Trey,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-08-22,473,0,0,0,0,0.0,0.0
426,mb,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",3.0,2012-08-25,835,0,0,0,0,0.0,0.0
427,DD,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",4.0,2013-12-19,354,0,0,0,0,0.0,0.0
428,MusicBro,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2012-12-14,724,0,0,0,0,0.0,0.0
429,Cuffy,Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-04-17,235,0,0,0,0,0.0,0.0
430,PayPal Customer,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-11-07,396,0,0,0,0,0.0,0.0
431,R. Eyster,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",4.0,2014-12-02,6,0,0,0,0,0.0,0.0
432,PayPal Customer,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2013-09-12,452,0,0,0,0,0.0,0.0
433,Maurizio,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2014-10-01,68,0,0,0,0,0.0,0.0
434,"D. Brletich ""db""",Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",5.0,2014-03-19,264,1,0,1,1,1.0,0.2065493143772374
435,J. Gauntlett,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",1.0,2013-12-01,372,0,1,1,-1,0.0,0.0
436,Malt,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2013-07-06,520,0,0,0,0,0.0,0.0
437,GTard,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-03-19,629,0,0,0,0,0.0,0.0
438,Quinton W. Shelby,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-09-19,445,0,0,0,0,0.0,0.0
439,"Alex ""Tell it like it is""",PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-11-09,394,0,0,0,0,0.0,0.0
440,"Steven Adamczyk ""Steve""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",4.0,2013-03-29,619,0,0,0,0,0.0,0.0
441,Danh Minh Tran,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-05-07,215,0,0,0,0,0.0,0.0
442,"A. Carr ""game hater""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2014-04-29,223,0,0,0,0,0.0,0.0
443,Victoria D.,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2014-11-03,35,0,0,0,0,0.0,0.0
444,Bee,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-05-31,556,0,0,0,0,0.0,0.0
445,"shawn911 ""shawn911""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",4.0,2014-02-04,307,0,0,0,0,0.0,0.0
446,Gregs of Wrath,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-11-03,400,0,0,0,0,0.0,0.0
447,jerry-one,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",4.0,2014-10-02,67,0,0,0,0,0.0,0.0
448,abbadon,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-10-25,409,0,0,0,0,0.0,0.0
449,"anonymous ""Lworks""",PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2014-09-04,95,0,0,0,0,0.0,0.0
450,"CompletelyComputers ""Completely Computers""",PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-03-25,258,0,0,0,0,0.0,0.0
451,James DeMichael,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-12-30,343,0,0,0,0,0.0,0.0
452,gent1,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2013-07-03,523,0,0,0,0,0.0,0.0
453,Z Guy,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",4.0,2014-11-01,37,0,0,0,0,0.0,0.0
454,Robert Potamus,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2013-08-16,479,0,0,0,0,0.0,0.0
455,Zo,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-08-22,473,0,0,0,0,0.0,0.0
456,M. Hicks,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-05-17,205,0,0,0,0,0.0,0.0
457,"BetaTech ""Technology and Product Design Revie...",PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2013-08-17,478,0,0,0,0,0.0,0.0
458,DRATER,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2014-01-18,324,0,0,0,0,0.0,0.0
459,jswisher,PayPal Digital Wallet,"It's fine for sending money quickly, though customer service is hard to reach.",5.0,2014-01-06,336,0,0,0,0,0.0,0.0
460,TonyBOY,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2012-08-27,833,0,0,0,0,0.0,0.0
461,C. Richmond,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-01-23,684,0,0,0,0,0.0,0.0
462,"Nikola Tesla ""Free Energy""",Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-03-23,260,0,0,0,0,0.0,0.0
463,Bart J. Schuck,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2012-11-18,750,0,0,0,0,0.0,0.0
464,"Ellie ""Eilean Siar""",PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-02-05,306,0,0,0,0,0.0,0.0
465,K. Fifield,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-04-29,223,1,0,1,1,1.0,0.2065493143772374
466,"J. Euell ""JE""",Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-11-23,380,0,0,0,0,0.0,0.0
467,mitch053,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-02-05,671,0,0,0,0,0.0,0.0
468,EK,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-11-24,379,0,0,0,0,0.0,0.0
469,rhy,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-06-21,170,0,0,0,0,0.0,0.0
470,DogLovingFool,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",5.0,2013-09-05,459,0,0,0,0,0.0,0.0
471,Sebastian Lowe,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2014-06-07,184,0,0,0,0,0.0,0.0
472,T. Narayanan,Braintree,"It works well for multiple payment options, but the interface could be smoother.",1.0,2013-01-28,679,0,0,0,0,0.0,0.0
473,Michael,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",4.0,2013-05-06,581,1,0,1,1,1.0,0.2065493143772374
474,Mary,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-08-23,472,0,0,0,0,0.0,0.0
475,Christopher Pride,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",4.0,2014-03-19,264,0,0,0,0,0.0,0.0
476,eagle,Venmo,"It’s great for splitting bills, but the social feed seems unnecessary.",5.0,2014-01-20,322,0,0,0,0,0.0,0.0
477,"Tigger ""Jason""",PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-03-31,252,3,1,4,2,0.75,0.3006418425824019
478,W J. LANE,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",5.0,2013-07-18,508,0,0,0,0,0.0,0.0
479,honestreviews,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-02-03,308,0,0,0,0,0.0,0.0
480,Mandryke,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",2.0,2013-02-23,653,0,0,0,0,0.0,0.0
481,Mike,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-07-28,498,0,0,0,0,0.0,0.0
482,Robert Hoffman,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2014-04-29,223,0,0,0,0,0.0,0.0
483,Miguel WestPalm,Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2014-03-30,253,0,0,0,0,0.0,0.0
484,Just some guy,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-01-22,685,0,0,0,0,0.0,0.0
485,PayPal Customer,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-10-07,62,0,0,0,0,0.0,0.0
486,mhogan,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-05-07,580,2,0,2,2,1.0,0.3423802275066531
487,Dai N. Tran,Xoom,"Transfers are generally quick, but the mobile app could be improved.",5.0,2014-05-29,193,0,0,0,0,0.0,0.0
488,Michael Perez,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",4.0,2012-12-21,717,0,0,0,0,0.0,0.0
489,Pops,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-07-03,523,0,0,0,0,0.0,0.0
490,Adam M.,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-07-13,148,0,0,0,0,0.0,0.0
491,PayPal Customer,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",4.0,2013-08-01,494,0,0,0,0,0.0,0.0
492,stacey,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-08-07,488,0,0,0,0,0.0,0.0
493,JT,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-03-03,645,0,0,0,0,0.0,0.0
494,jt,Xoom,"The service is good, but sometimes the app crashes during transactions.",4.0,2014-05-01,221,0,0,0,0,0.0,0.0
495,Carlos A. de Souza,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2014-12-01,7,0,0,0,0,0.0,0.0
496,Chris,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-08-22,473,0,0,0,0,0.0,0.0
497,skip,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-07-07,519,0,0,0,0,0.0,0.0
498,Harriette Wasserman,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",4.0,2013-02-12,664,0,0,0,0,0.0,0.0
499,Jerry Saperstein,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-03-17,266,8,2,10,6,0.8,0.4901624715366418
500,Avelarder,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",4.0,2014-04-04,248,0,0,0,0,0.0,0.0
501,"Phillip A. Oliveto ""Don't knock it until you'...",PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-12-19,354,0,0,0,0,0.0,0.0
502,Sarah Vanderwende,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-09-12,452,0,0,0,0,0.0,0.0
503,A discerning buyer,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-08-20,475,0,1,1,-1,0.0,0.0
504,Tim,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-09-17,447,0,0,0,0,0.0,0.0
505,Do42,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2012-12-23,715,0,0,0,0,0.0,0.0
506,S. Kosari,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-06-27,529,0,0,0,0,0.0,0.0
507,"Neng Vang ""Neng2012""",Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-07-25,501,1,0,1,1,1.0,0.2065493143772374
508,"Blainem ""Blainem""",PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2014-09-05,94,0,0,0,0,0.0,0.0
509,Gaven fechter,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2014-01-31,311,0,0,0,0,0.0,0.0
510,Joseph S. Germain,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2013-12-30,343,0,0,0,0,0.0,0.0
511,Tim Wong,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-09-25,439,0,0,0,0,0.0,0.0
512,portstlucieadvertising,Xoom,"Transfers are generally quick, but the mobile app could be improved.",3.0,2014-02-02,309,0,1,1,-1,0.0,0.0
513,Shawn Fallin,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",4.0,2012-06-12,909,0,0,0,0,0.0,0.0
514,David D. Gali II,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2013-09-22,442,0,0,0,0,0.0,0.0
515,Bearicus,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2013-09-17,447,0,0,0,0,0.0,0.0
516,Damon Downing,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",5.0,2013-09-16,448,0,0,0,0,0.0,0.0
517,Tony,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",1.0,2014-06-15,176,0,0,0,0,0.0,0.0
518,KA,Braintree,"A solid service, though I had a few issues with setting it up initially.",4.0,2013-03-04,644,0,0,0,0,0.0,0.0
519,C. S. Brock,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2013-05-21,566,0,0,0,0,0.0,0.0
520,Saminda Nirmal Fonseka,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-09-28,436,0,0,0,0,0.0,0.0
521,NGTO1,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2014-03-05,278,0,0,0,0,0.0,0.0
522,pino,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2012-11-16,752,0,0,0,0,0.0,0.0
523,Tom L. Urbaniak,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-10-11,423,0,0,0,0,0.0,0.0
524,Canajun,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2013-06-01,555,0,0,0,0,0.0,0.0
525,Techno Geek,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-05-23,564,0,0,0,0,0.0,0.0
526,Pete,PayPal Credit,"It's useful for larger purchases, but the interest rates are too high if you're late.",1.0,2013-08-23,472,1,1,2,0,0.5,0.0945312057342307
527,Patsy L. Alexander,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2013-07-02,524,0,0,0,0,0.0,0.0
528,Cleavo761,PayPal Credit,"It helps when I need to buy something quickly, but late fees are excessive.",5.0,2014-02-24,287,0,0,0,0,0.0,0.0
529,Kyle Kamperschroer,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",5.0,2013-08-29,466,0,0,0,0,0.0,0.0
530,BK,Braintree,"The service is secure and reliable, but the fees are higher than competitors.",1.0,2013-10-11,423,1,0,1,1,1.0,0.2065493143772374
531,bshaf,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",4.0,2013-10-04,430,0,0,0,0,0.0,0.0
532,smackadoo,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",1.0,2013-04-02,615,2,1,3,1,0.6666666666666666,0.2076596008020476
533,Diane R Case,Xoom,"It’s fine for international transfers, though I wish it was more transparent with fees.",4.0,2013-05-26,561,0,2,2,-2,0.0,0.0
534,"William Fajardo ""home owner""",Venmo,"I like Venmo for paying people back, but the app sometimes freezes.",4.0,2014-02-06,305,0,0,0,0,0.0,0.0
535,"Robert K. Harvey ""BobH""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",2.0,2013-11-27,376,1,0,1,1,1.0,0.2065493143772374
536,"RMG ""Toy Collector""",PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-03-22,626,0,0,0,0,0.0,0.0
537,Carlos,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-05-29,558,0,0,0,0,0.0,0.0
538,"OJ Oshin ""Muyiwa""",PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",4.0,2013-09-21,443,0,0,0,0,0.0,0.0
539,Z S Liske,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-03-31,252,0,0,0,0,0.0,0.0
540,PayPal Customer,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",4.0,2013-03-30,618,0,0,0,0,0.0,0.0
541,"The Carfanman ""Be more concerned with your ch...",Xoom,"It's reliable, though I had one delayed transfer which was annoying.",3.0,2013-04-11,606,0,0,0,0,0.0,0.0
542,W. Smith,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-04-07,245,0,0,0,0,0.0,0.0
543,"Angel A. Correa ""The artist""",PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2014-03-18,265,0,0,0,0,0.0,0.0
544,Monica,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-06-02,189,0,0,0,0,0.0,0.0
545,Ryan Boochard,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2014-05-26,196,0,0,0,0,0.0,0.0
546,Cal,Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2014-06-24,167,0,0,0,0,0.0,0.0
547,Aaron F. Virginie,Venmo,"Transfers are fast, but there are occasional bugs that make it frustrating.",5.0,2013-04-07,610,0,1,1,-1,0.0,0.0
548,mark,Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2014-02-22,289,0,0,0,0,0.0,0.0
549,Mack-SS-Seattle,Xoom,"The service is good, but sometimes the app crashes during transactions.",5.0,2014-02-18,293,0,0,0,0,0.0,0.0
550,"N. Delorme ""Internet shopper""",PayPal Credit,"The no-interest period helps, but approval took longer than expected.",4.0,2013-12-27,346,0,0,0,0,0.0,0.0
551,Tria,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-08-12,483,0,0,0,0,0.0,0.0
552,wenghuizhang,Braintree,"It works well for multiple payment options, but the interface could be smoother.",5.0,2013-07-25,501,0,0,0,0,0.0,0.0
553,"Brinkman242 ""Brinkman242""",Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2013-02-23,653,0,0,0,0,0.0,0.0
554,anatoliy,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",1.0,2013-12-27,346,0,0,0,0,0.0,0.0
555,PayPal Customer,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-06-30,161,0,0,0,0,0.0,0.0
556,Tebowned,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2013-07-18,508,0,0,0,0,0.0,0.0
557,James D.,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-10-10,424,0,0,0,0,0.0,0.0
558,ed,PayPal Digital Wallet,"A decent service overall, but transaction speed could be improved.",5.0,2014-04-17,235,0,0,0,0,0.0,0.0
559,Con Sumer,Braintree,"It gets the job done, but there are definitely cheaper alternatives.",3.0,2012-10-08,791,3,2,5,1,0.6,0.2307242812760128
560,Rick W.,PayPal Digital Wallet,"It's convenient for online shopping, though the fees can be a bit much.",5.0,2014-07-13,148,0,0,0,0,0.0,0.0
561,David Trawick,PayPal Merchant Services,"I like the integration with my store, but refunds take too long.",5.0,2014-05-15,207,0,0,0,0,0.0,0.0
562,Joosby C.,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2014-01-22,320,0,0,0,0,0.0,0.0
563,"Raisons ""Old Mechanic, newer car""",Braintree,"A solid service, though I had a few issues with setting it up initially.",5.0,2014-08-04,126,0,0,0,0,0.0,0.0
564,Mary,PayPal Credit,"The service is okay, but there are better options with lower fees.",5.0,2014-04-26,226,0,0,0,0,0.0,0.0
565,gadgetGirl,PayPal Credit,"The no-interest period helps, but approval took longer than expected.",5.0,2013-04-30,587,0,0,0,0,0.0,0.0
566,Jeff A,Xoom,"It's reliable, though I had one delayed transfer which was annoying.",5.0,2013-02-21,655,0,0,0,0,0.0,0.0
567,megan mullins,PayPal Credit,"PayPal Credit works well, though I feel the fees are too steep.",5.0,2014-03-13,270,0,0,0,0,0.0,0.0
568,chaik george,PayPal Merchant Services,"Payments go through smoothly, but the customer support could be faster.",5.0,2013-02-06,670,0,0,0,0,0.0,0.0
569,SHELLEY K,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-03-07,276,0,0,0,0,0.0,0.0
570,KKJ,PayPal Merchant Services,"The service is good, but the transaction fees are too high for small businesses.",5.0,2013-04-25,592,0,0,0,0,0.0,0.0
571,J. Metcalf,PayPal Digital Wallet,"Works okay most of the time, but sometimes there are unexplained delays.",5.0,2013-07-29,497,0,0,0,0,0.0,0.0
572,Richard M. Zimmerman,PayPal Digital Wallet,"I'm generally happy with the service, but there are occasional bugs in the app.",5.0,2013-02-01,675,0,0,0,0,0.0,0.0
573,"Jason Robinson ""jr""",Venmo,"It’s a convenient app, though I’ve had some minor issues with account verification.",5.0,2013-02-13,663,0,0,0,0,0.0,0.0
574,John London,PayPal Merchant Services,"It's fine for basic payment processing, but the fees are a little high.",5.0,2014-07-03,158,0,0,0,0,0.0,0.0
575,DH,Venmo,"Venmo makes it easy to pay friends, but I’m not sure about the security.",5.0,2013-02-03,673,0,0,0,0,0.0,0.0
576,"Jeff ""Brown Coat""",Braintree,"It integrates well, though the monthly costs are tough for smaller businesses.",5.0,2013-11-06,397,0,0,0,0,0.0,0.0
577,Pablo,PayPal Merchant Services,"It's reliable, though the fee structure is a bit overwhelming.",5.0,2012-12-27,711,0,0,0,0,0.0,0.0
